MSE,R2_Score,Training_Time,N_Qubits,N_layers,Circuit_Depth,Embedding_Time,Dataset_Index
0.0879669779547867,0.7413248272022608,160.7340018749237,2,2,5,60.12898373603821,0
0.0673877997028083,0.8638973005004285,160.704998254776,2,2,5,60.19437456130981,1
0.1163766004090361,0.6791860736892595,163.3419644832611,2,2,5,60.14605927467346,2
0.1916584932574728,-0.3518607683891213,177.4846522808075,2,2,5,62.23397254943848,3
0.0470737835912259,0.6197531956021245,176.49780774116516,2,2,5,71.94800448417664,4
0.0917676217368116,0.5664420688011134,183.59522581100464,2,2,5,69.43316292762756,5
0.1327051096017066,0.6097681430524072,195.634859085083,2,2,5,73.34427523612976,6
0.2116898890465779,0.4008261558373225,198.9387209415436,2,2,5,76.6034324169159,7
0.0935022847148464,0.7185171963114538,200.64668798446652,2,2,5,77.32757830619812,8
0.1264771993013407,0.6177555830325996,206.4462890625,2,2,5,85.14741444587708,9
0.3399184802139337,0.0004377364006109,278.1190481185913,2,3,7,103.55066919326782,0
0.4781957524331228,0.0341911580077223,298.9437646865845,2,3,7,110.81386399269104,1
0.3690484747833769,-0.0173513384830963,253.71984767913816,2,3,7,100.68622875213624,2
0.1380072172873858,0.0265678309662095,254.118230342865,2,3,7,97.23618268966676,3
0.0856896192296975,0.3078269602225818,272.2123579978943,2,3,7,99.79789590835573,4
0.2356964895038522,-0.113552693707202,268.44929695129395,2,3,7,106.14787244796752,5
0.3260777553627729,0.0411376896758064,265.26083517074585,2,3,7,103.21356105804443,6
0.3329009019950378,0.0577466213811403,264.196355342865,2,3,7,96.32395505905151,7
0.3054514842045589,0.0804573339898828,265.27105379104614,2,3,7,109.58000612258913,8
0.4115590177218932,-0.2438300155743042,254.93280911445615,2,3,7,100.09340071678162,9
0.1787712770631218,0.4743062446757704,341.71428871154785,2,4,9,122.4801332950592,0
0.3130676096113318,0.3676993909595687,358.8038637638092,2,4,9,125.20444202423096,1
0.3398603062814898,0.0631113224470022,344.38034772872925,2,4,9,137.7216854095459,2
0.1584697087213627,-0.117764094652814,326.5658450126648,2,4,9,121.09781289100648,3
0.0486262018011488,0.6072132632155918,331.367203950882,2,4,9,122.31636595726012,4
0.1742790530646679,0.1766151909796283,344.36378288269043,2,4,9,119.63481378555298,5
0.2150809433835727,0.3675342555948407,334.9378490447998,2,4,9,129.32394528388977,6
0.4409221569585843,-0.2480001994958063,358.4583959579468,2,4,9,140.26185154914856,7
0.2904864965345087,0.1255084971713681,356.27947068214417,2,4,9,140.4349935054779,8
0.3505439247457541,-0.0594277773075626,363.93480682373047,2,4,9,132.37029266357422,9
0.2619832329020521,0.2296136616642626,426.57553362846375,2,5,11,160.39438819885254,0
0.1081366863853646,0.7815970398663521,418.238472700119,2,5,11,160.75061058998108,1
0.4034216645647983,-0.1121074830589248,403.7392106056213,2,5,11,154.6040804386139,2
0.1401992226379936,0.0111065488324465,384.6691725254059,2,5,11,145.1195478439331,3
0.0774935186241898,0.3740324110278722,379.5151250362396,2,5,11,143.2514204978943,4
0.1270094886145181,0.3999411765920285,379.32767367362976,2,5,11,143.45405077934265,5
0.2665110351275804,0.2162992333377091,379.3434574604034,2,5,11,143.19400334358215,6
0.3689056661374604,-0.0441624165825913,380.7821168899536,2,5,11,143.1777994632721,7
0.358169952011459,-0.0782483294033282,380.7011086940765,2,5,11,144.0299699306488,8
0.0562685275936674,0.8299430202244564,380.2839715480805,2,5,11,143.5361886024475,9
0.2089752651888028,0.3854885766230256,147.75292229652405,3,1,3,61.57231950759888,0
0.2800151694854891,0.4344551886857805,147.69226813316345,3,1,3,61.34090256690979,1
0.2493077115129108,0.3127365337285442,147.56246495246887,3,1,3,60.974873781204224,2
0.1292669431106543,0.0882172447942458,150.23110508918762,3,1,3,61.16143918037415,3
0.1181216035887934,0.0458518761733219,149.48900938034058,3,1,3,62.03227710723877,4
0.1075973298401868,0.4916543019734536,149.99424719810486,3,1,3,62.152841329574585,5
0.1724637593467518,0.4928540938021259,150.49900650978088,3,1,3,61.93752861022949,6
0.2286718075158804,0.3527599897283199,149.65173172950745,3,1,3,62.16108822822571,7
0.3591109303579237,-0.0810810860999253,149.6665976047516,3,1,3,62.337074995040894,8
0.3162321684793696,0.0442705757681024,149.73129749298096,3,1,3,61.86717891693115,9
0.4833104636150795,-0.4212198781552336,287.1716809272766,3,2,5,111.15076875686646,0
0.1842537965316224,0.6278638090040868,284.8485498428345,3,2,5,117.34226441383362,1
0.2071429621862107,0.4289715735549568,284.3469693660736,3,2,5,116.17082595825195,2
0.1316314711733222,0.0715390758837676,266.80197191238403,3,2,5,109.31104278564452,3
0.0704400968559537,0.4310076716258346,268.45217537879944,3,2,5,109.62814331054688,4
0.2014545791498488,0.0482238842666409,267.29234290122986,3,2,5,109.3257417678833,5
0.1042236929007009,0.6935204278068499,262.4326815605164,3,2,5,109.35819482803343,6
0.2989275207199361,0.1539059681949512,261.81695222854614,3,2,5,107.85828995704652,7
0.2313574849781203,0.3035127031967417,263.0395710468292,3,2,5,107.45146536827087,8
0.1981051099605181,0.4012788654917798,263.05853176116943,3,2,5,107.5451362133026,9
0.1803629531867356,0.4696257713221734,372.8894467353821,3,3,7,152.57487297058103,0
0.3646663943222077,0.2634856620499013,372.7444448471069,3,3,7,153.42936825752258,1
0.3410722863509294,0.0597702720698589,372.6267335414887,3,3,7,152.4159801006317,2
0.1486991174724277,-0.048847352332102,372.9408617019653,3,3,7,152.7102608680725,3
0.0481464513383195,0.6110885323459289,372.4931566715241,3,3,7,152.4459366798401,4
0.1633021113736373,0.2284759675845096,372.784250497818,3,3,7,152.4035665988922,5
0.253398649484555,0.2548574366642296,372.5628671646118,3,3,7,152.28208017349243,6
0.2989529754113873,0.1538339204207403,372.2545607089996,3,3,7,152.71769905090332,7
0.2136890268841645,0.3567024956847811,372.0683948993683,3,3,7,152.75197744369507,8
0.3612043444752173,-0.0916461213776882,377.1668245792389,3,3,7,153.03816843032837,9
0.0331029618091176,0.9026576271553668,479.6096391677856,3,4,9,197.4606573581696,0
0.3243233756151646,0.3449661937812477,480.2762899398804,3,4,9,198.04170489311215,1
0.0890060755384073,0.7546380590374276,479.9980421066284,3,4,9,197.55338335037231,2
0.1537717622517383,-0.0846271883966143,480.6002066135407,3,4,9,197.925678730011,3
0.0432783491964936,0.6504114875386947,480.2028775215149,3,4,9,197.84238743782043,4
0.1200100993111162,0.4330099288229826,479.91445088386536,3,4,9,197.3018500804901,5
0.2404793111027799,0.2928479663611324,479.86824893951416,3,4,9,198.04143452644348,6
0.178411150866331,0.4950193625802032,479.7869412899017,3,4,9,198.4881522655487,7
0.1876851537534227,0.4349855359112863,479.6224625110626,3,4,9,197.5530059337616,8
0.3776171171491593,-0.1412494550712335,480.48723888397217,3,4,9,198.2464919090271,9
0.199253205756569,0.4140772068346435,586.885936498642,3,5,11,242.54613828659055,0
0.0668914466314852,0.8648997815609454,586.8209290504456,3,5,11,242.98806262016296,1
0.2900333019698481,0.2004688052514128,587.2289779186249,3,5,11,242.95587825775144,2
0.1149757318589372,0.1890201233705869,588.4044122695923,3,5,11,243.30760025978088,3
0.0547613780159332,0.5576552933199141,587.925977230072,3,5,11,243.1008484363556,4
0.0749741135145879,0.6457833282191736,591.824786901474,3,5,11,244.81743001937863,5
0.1014176848282291,0.7017717584754053,591.2700231075287,3,5,11,244.26142740249637,6
0.1608445303141356,0.5447404881975451,590.9274575710297,3,5,11,244.34082889556885,7
0.1445395845521697,0.5648725843673175,590.8260116577148,3,5,11,244.34323263168332,8
0.3649425355655796,-0.1029438310181729,591.2713689804077,3,5,11,244.5303645133972,9
0.4244818031345073,-0.2482286686232537,212.78476572036743,4,1,3,87.35706114768982,0
0.4569120790824241,0.0771776542440205,196.77035093307492,4,1,3,86.91799259185791,1
0.3621797032423365,0.00158371855816,205.48702907562256,4,1,3,77.970299243927,2
0.11863513744733,0.1632085521404702,215.818993806839,4,1,3,87.62534022331238,3
0.035094453631822,0.7165183499701298,216.3462302684784,4,1,3,88.34097790718079,4
0.1672818496340457,0.2096736160117045,213.93974375724792,4,1,3,88.36161136627197,5
0.22909121379661,0.3263357376475924,212.17335605621335,4,1,3,86.19487977027893,6
0.3312453076442148,0.062432668674303,208.64006185531616,4,1,3,83.67492437362671,7
0.2075630550467868,0.3751443523020916,219.65420246124268,4,1,3,83.5012035369873,8
0.3130118649671808,0.0540031049929302,8140.407271623611,4,1,3,89.06351971626282,9
0.0322661701826674,0.905118291641067,362.792667388916,4,2,5,146.7972559928894,0
0.2059189617709814,0.5841068160886741,359.60188817977905,4,2,5,143.73650670051575,1
0.1118977053856812,0.6915329878706826,370.7663719654083,4,2,5,147.60615158081055,2
0.1249889380566312,0.1183920995643658,364.5297439098358,4,2,5,149.32685661315918,3
0.0265668374952539,0.785401676052849,349.80195140838623,4,2,5,141.9062740802765,4
0.0903637774257063,0.5730745588202377,351.9900414943695,4,2,5,141.64012718200684,5
0.0160317054785028,0.9528572621077688,349.5661795139313,4,2,5,141.77700853347778,6
0.247079527305243,0.3006581898826269,351.69516348838806,4,2,5,140.4601218700409,7
0.0121295219844969,0.9634848296380084,349.8202810287476,4,2,5,140.27319765090942,8
0.1658774260271074,0.4986786523575982,350.6760137081146,4,2,5,140.5969624519348,9
0.1625190484536551,0.5220974515768755,504.6272671222687,4,3,7,203.33397769927976,0
0.0016854069207242,0.9965959946358618,507.3828344345093,4,3,7,202.00930309295651,1
0.0500048810238363,0.8621521666763454,497.0406467914581,4,3,7,204.67888855934143,2
0.124435547702837,0.1222954314552948,500.1886441707611,4,3,7,210.6949207782745,3
0.0274531694355179,0.7782421731998861,552.2432975769043,4,3,7,207.2334718704224,4
0.1285145514336096,0.392830477744006,541.3325579166412,4,3,7,218.90312552452087,5
0.0138688124566808,0.9592174524788692,517.2111446857452,4,3,7,214.40882635116577,6
0.2684223435726344,0.2402487989297274,520.6312482357025,4,3,7,215.56975078582764,7
0.1358723502985249,0.5909647531884494,489.1707751750946,4,3,7,213.016535282135,8
0.2478842104861519,0.2508344900415655,512.0708355903625,4,3,7,201.5231535434723,9
0.0546158421468178,0.8393969790336149,666.3036077022552,4,4,9,282.6691236495972,0
0.0244443482663455,0.9506299092531632,632.9269464015961,4,4,9,264.3663785457611,1
0.0459882932036128,0.8732246443432368,632.6881890296936,4,4,9,261.8968195915222,2
0.1419688030169098,-0.0013751640836316,633.2905418872833,4,4,9,262.36687898635864,3
0.0210285609003013,0.8301380838034847,632.7885813713074,4,4,9,262.3268404006958,4
0.0329528117331853,0.8443137937779293,645.4762561321259,4,4,9,-10536.003939151764,5
0.1683302489333496,0.505009069968269,668.1245329380035,4,4,9,276.9535179138184,6
0.2541969024150575,0.2805129433425005,681.0776152610779,4,4,9,262.535945892334,7
0.164788743409747,0.5039137529874398,648.6799945831299,4,4,9,295.5242462158203,8
0.143295300961241,0.5669272479730101,626.7882790565491,4,4,9,260.4028913974762,9
0.1361550625472527,0.5996232319155044,765.849541425705,4,5,11,319.3729500770569,0
0.1328235937081457,0.7317370541754076,764.2066044807434,4,5,11,318.32667684555054,1
0.1788273079251442,0.5070289853338013,763.5204586982727,4,5,11,318.2267801761627,2
0.0835154487658605,0.4109248339477046,762.8797948360443,4,5,11,318.24058985710144,3
0.0343331047931928,0.7226682797364455,762.6265738010406,4,5,11,317.3670642375946,4
0.099661028880541,0.5291495117251462,764.9087932109833,4,5,11,317.7982063293457,5
0.1097929465408358,0.6771435136373442,763.9796578884125,4,5,11,318.4956464767456,6
0.3579012860520103,-0.0130152666260074,763.3963625431061,4,5,11,318.06266498565674,7
0.0413955711918405,0.875381211540407,763.741016626358,4,5,11,318.2712459564209,8
0.1026952397888554,0.6896303659848491,764.5183291435242,4,5,11,317.88256907463074,9
0.2778839430076014,0.1828561279875484,260.8901162147522,5,1,3,111.66609048843384,0
0.483934412461158,0.0226008237814911,254.2955276966095,5,1,3,101.32919073104858,1
0.3097891212131969,0.1460081841586189,262.15742588043213,5,1,3,105.07707452774048,2
0.1086988564669299,0.2332939848953275,263.7678952217102,5,1,3,109.03334403038023,3
0.0958508797676193,0.2257475828402377,262.51211953163147,5,1,3,108.29631900787354,4
0.1394520125152014,0.3411562280538123,262.78000044822693,5,1,3,103.13356232643127,5
0.1499415433012046,0.5590827885103191,266.3744385242462,5,1,3,105.17126202583312,6
0.3214047262379164,0.0902857655631691,264.93539810180664,5,1,3,108.85186910629272,7
0.3262828326598053,0.0177458570919845,263.8050858974457,5,1,3,106.6530900001526,8
0.3210942253469577,0.0295762743218349,276.7903573513031,5,1,3,107.88268303871156,9
0.1314736933819943,0.6133892382727495,465.5802552700043,5,2,5,192.05623626708984,0
0.1662553921425888,0.6642150689478111,469.6432466506958,5,2,5,188.0976312160492,1
0.2073883970889476,0.42829498621245,462.3219690322876,5,2,5,190.49336338043213,2
0.1223953873242256,0.1366856769914611,462.8222954273224,5,2,5,188.64347076416016,3
0.1158033212808263,0.0645782111318932,464.0323939323425,5,2,5,188.28147649765012,4
0.1565238938599447,0.260499789351199,453.4309732913971,5,2,5,191.3664357662201,5
0.1054264628318259,0.6899835696925514,463.9008224010468,5,2,5,192.0096950531006,6
0.2658792526389308,0.2474468449850455,462.8857042789459,5,2,5,191.1017816066742,7
0.1107589444874019,0.6665670970182436,471.6806755065918,5,2,5,191.09216570854187,8
0.1434513400598992,0.5664556604092419,440.533579826355,5,2,5,185.17389702796936,9
0.0579957352848581,0.8294580853504666,608.5313744544983,5,3,7,254.0015733242035,0
0.1723734890886343,0.6518583884532827,608.5342676639557,5,3,7,251.4939496517181,1
0.1124091043868825,0.6901232206072454,608.7683410644531,5,3,7,253.18955731391907,2
0.1373608633788116,0.0311268801199701,609.7403717041016,5,3,7,256.1647980213165,3
0.0688420666162814,0.4439160432418313,643.288149356842,5,3,7,267.11771607398987,4
0.0859402451940778,0.5939736237261235,635.7818775177002,5,3,7,268.7810218334198,5
0.2771219281750751,0.1850969042772544,592.6826326847076,5,3,7,249.77028584480288,6
0.192100649277685,0.4562721676870874,592.8923864364624,5,3,7,246.3106188774109,7
0.0419568698239409,0.8736914569728901,592.4015398025513,5,3,7,246.8251826763153,8
0.1951249697856086,0.4102855635364236,589.7534713745117,5,3,7,245.7775201797485,9
0.0710455240647009,0.7910839539879586,839.6087481975555,5,4,9,319.6565973758697,0
0.3702865263926758,0.2521347179664288,852.0621571540833,5,4,9,364.4750950336456,1
0.1035354475484669,0.7145851200016293,810.8372704982758,5,4,9,339.78864550590515,2
0.1034370489516421,0.2704080779356854,811.8156685829163,5,4,9,335.6422655582428,3
0.0273533959292198,0.7790481113259329,869.6053223609924,5,4,9,352.0647838115692,4
0.0424402412495425,0.7994902466961042,871.2068169116974,5,4,9,387.3665177822113,5
0.1074837245757207,0.6839339980298114,788.4839339256287,5,4,9,353.21950793266296,6
0.1957889075851455,0.4458328032077578,829.708954334259,5,4,9,326.2453753948212,7
0.0458352766088426,0.8620157549407081,904.5596733093262,5,4,9,369.3484036922455,8
0.0841600539461095,0.7456481410856591,901.4762785434724,5,4,9,381.6070363521576,9
0.1118536364862963,0.6710838610254455,1019.3050725460052,5,5,11,432.001070022583,0
0.1044268879170713,0.7890896956343226,1035.0361771583557,5,5,11,432.2455894947052,1
0.1504820714865983,0.5851679459332217,988.8156464099884,5,5,11,412.60644936561584,2
0.1025694112509615,0.2765279495301559,1005.1806807518004,5,5,11,410.0505301952362,3
0.0243713092279112,0.8031364435589363,992.9490330219268,5,5,11,416.2201344966888,4
0.0871782522079877,0.588124635274621,1085.5154976844788,5,5,11,437.7025351524353,5
0.0503550827465938,0.8519261428144715,1060.52703499794,5,5,11,451.46606969833374,6
0.1049366447268182,0.7029839587630637,1016.9420773983002,5,5,11,451.74450182914734,7
0.05453775524722,0.8358174850947819,1006.5968036651612,5,5,11,423.2669274806976,8
0.1209417839204334,0.63448493533195,1016.1651885509492,5,5,11,423.34965538978577,9
