MSE,R2_Score,Training_Time,N_Qubits,N_layers,Circuit_Depth,Embedding_Time
0.3400855124497034,-5.343759962261885e-05,44.68773603439331,1,1,2,17.615236043930054
0.4951249898847194,-7.124464709296063e-07,45.66235899925232,1,1,2,18.34100365638733
0.39219370771486484,-0.08115551411659228,45.06700348854065,1,1,2,17.990365743637085
0.1434291661140224,-0.011675816796880456,45.62735652923584,1,1,2,18.57924485206604
0.13531834482085137,-0.09305783961094427,44.71584916114807,1,1,2,17.9023277759552
0.26038018374965355,-0.23017129195581032,45.36676073074341,1,1,2,18.120165824890137
0.340168095626045,-0.0002962811973796775,45.05657148361206,1,1,2,17.985305309295654
0.35340777778404475,-0.0002966968595443653,46.611894369125366,1,1,2,18.42796039581299
0.33224796237011534,-0.00021179432096873896,45.101601123809814,1,1,2,17.882829904556274
0.3933297118804301,-0.18873668316670877,45.5513858795166,1,1,2,18.164706468582153
0.1864811913916501,0.45163451640277164,66.19629383087158,1,2,3,26.92606234550476
0.11732032747838356,0.7630488998542516,64.38760185241699,1,2,3,25.939897775650024
0.1958163666110876,0.4601954586436895,63.723986864089966,1,2,3,25.59379506111145
0.13299476616584843,0.06192309182371569,63.606958866119385,1,2,3,25.38209319114685
0.06929627624803157,0.44024708468733076,63.57995104789734,1,2,3,25.220985412597656
0.1394281773104462,0.3412688379467985,66.70295333862305,1,2,3,25.15112590789795
0.21902024911546117,0.3559503565614658,68.97168803215027,1,2,3,27.890082597732544
0.33992906433633124,0.03785388551927049,68.90529775619507,1,2,3,28.284502744674683
0.17574889654124895,0.47091889471505055,71.5939576625824,1,2,3,27.614936590194702
0.1966082091953103,0.40580285845980624,65.3487274646759,1,2,3,27.39526653289795
0.5267488014821801,-0.5489543964376973,86.79128193855286,1,3,4,33.78023076057434
0.35173631159858343,0.2896004657858764,85.89631867408752,1,3,4,34.43412160873413
0.5564570796305109,-0.5339783075998092,84.2631402015686,1,3,4,34.27566838264465
0.14338574845546703,-0.011369570889074643,84.99672746658325,1,3,4,33.136160135269165
0.1348873607548492,-0.08957648966748488,88.09007787704468,1,3,4,32.98178791999817
0.260404293274859,-0.23028519788115087,93.73842525482178,1,3,4,37.664113998413086
0.3401285922334531,-0.0001801177557974043,85.6655375957489,1,3,4,37.681867599487305
0.3520637286116257,0.0035075429792548185,85.21041464805603,1,3,4,33.062620639801025
0.5216959369867444,-0.5705331208087061,86.4248456954956,1,3,4,32.76711463928223
0.39284146308556145,-0.18726107825957494,84.86118936538696,1,3,4,33.48652172088623
0.3400677105367766,-1.089400224030257e-06,105.1902539730072,1,4,5,41.79118585586548
0.49512451928197715,2.380268180335321e-07,115.55086207389832,1,4,5,45.005943298339844
