MSE,R2_Score,Training_Time,N_Qubits,N_layers,Circuit_Depth,embedding,dataset
0.3438633731529239,0.026718091795828736,384.5521605014801,5,3,7,angle-X,7
0.007656610278569582,0.9769502517020303,380.0431399345398,5,3,7,angle-X,8
0.00936064766568548,0.9717098787040481,384.92531657218933,5,3,7,angle-X,9
0.005940698597218927,0.9825308169962969,119.95863795280457,1,4,5,angle-X,0
0.15982150585386307,0.6772095471179058,120.29377484321594,1,4,5,angle-X,1
0.0062829256268498255,0.9826799371008988,120.36775207519531,1,4,5,angle-X,2
0.13453222633623474,0.05107863587511363,120.71084833145142,1,4,5,angle-X,3
0.030814837050541413,0.7510877090684167,120.64623665809631,1,4,5,angle-X,4
0.0841610777422476,0.602379335294897,120.27143383026123,1,4,5,angle-X,5
0.00589157011959284,0.9826752839057518,120.31939029693604,1,4,5,angle-X,6
0.3426984695429316,0.030015272295198403,120.55165600776672,1,4,5,angle-X,7
0.010286967784585814,0.9690317242804314,120.38420701026917,1,4,5,angle-X,8
0.012652055387869478,0.961762455510634,122.6036217212677,1,4,5,angle-X,9
0.0002142131437787442,0.9993700861019575,232.89157915115356,2,4,9,angle-X,0
0.04473464856918945,0.9096497220819988,232.00451493263245,2,4,9,angle-X,1
0.000990631738100521,0.9972691378136924,231.29113793373108,2,4,9,angle-X,2
0.13130994672952662,0.07380694449870862,231.03268909454346,2,4,9,angle-X,3
0.01171163744189761,0.9053971792405885,230.62075185775757,2,4,9,angle-X,4
0.029279258803426793,0.861669566742642,231.07646894454956,2,4,9,angle-X,5
0.00021933924720480435,0.999355012312675,230.97595381736755,2,4,9,angle-X,6
0.32669099855542627,0.07532333103198452,230.52777242660522,2,4,9,angle-X,7
0.007598315154488055,0.9771257455417571,230.84761428833008,2,4,9,angle-X,8
0.0026931612455816634,0.9918606210779238,230.58321738243103,2,4,9,angle-X,9
0.0006864527319249648,0.9979814211744384,308.2344808578491,3,4,9,angle-X,0
0.02212119932267119,0.9553219580211613,307.3188707828522,3,4,9,angle-X,1
0.0007995487668863666,0.9977958938628542,305.46559262275696,3,4,9,angle-X,2
0.13873550258636008,0.02143087978213054,310.93255615234375,3,4,9,angle-X,3
0.009244670874667304,0.9253245375742951,307.55740904808044,3,4,9,angle-X,4
0.019483432056763502,0.9079501425959267,306.17829036712646,3,4,9,angle-X,5
0.0003893496918767606,0.9988550806090357,306.59524059295654,3,4,9,angle-X,6
0.31363291943135196,0.11228333654472067,306.06204748153687,3,4,9,angle-X,7
0.007353348543575274,0.9778632022644469,306.0532920360565,3,4,9,angle-X,8
0.002088603457664583,0.9936877396450806,306.77611804008484,3,4,9,angle-X,9
0.00026436674411915376,0.9992226047227387,396.03167629241943,4,4,9,angle-X,0
0.008231868996974536,0.9833741478820183,396.35864067077637,4,4,9,angle-X,1
0.0012824231671389936,0.9964647600119296,396.93354511260986,4,4,9,angle-X,2
0.12211606292239534,0.1386558881418789,397.635125875473,4,4,9,angle-X,3
0.01132282438898909,0.9085378853746118,398.57874631881714,4,4,9,angle-X,4
0.024682189475172474,0.8833885110697813,396.92773246765137,4,4,9,angle-X,5
0.0001435849704194404,0.9995777748889646,398.0789678096771,4,4,9,angle-X,6
0.3178080198045674,0.10046599868483774,396.61878275871277,4,4,9,angle-X,7
0.007732311992181285,0.9767223564088144,398.1886739730835,4,4,9,angle-X,8
0.006248317228742263,0.9811160874108427,397.69244718551636,4,4,9,angle-X,9
0.000861691934500006,0.9974661138163713,477.7276473045349,5,4,9,angle-X,0
0.04199969512455514,0.9151734897144486,476.5185525417328,5,4,9,angle-X,1
0.0025910408078414953,0.9928573100445162,476.1860635280609,5,4,9,angle-X,2
0.12575782273283478,0.11296878118431997,480.0321133136749,5,4,9,angle-X,3
0.020367354086724493,0.8354790986684038,478.07186555862427,5,4,9,angle-X,4
0.032686985858803,0.845569693342232,477.56931924819946,5,4,9,angle-X,5
0.0008084057100580036,0.9976228069714136,475.5919120311737,5,4,9,angle-X,6
0.36498444735158225,-0.03306367330146753,485.332745552063,5,4,9,angle-X,7
0.007922660766350002,0.9761493232813877,498.5470905303955,5,4,9,angle-X,8
0.009743233540926495,0.9705536124708511,482.5680396556854,5,4,9,angle-X,9
0.005862288309111952,0.9827613898237005,134.6230812072754,1,5,6,angle-X,0
0.15993094495699803,0.6769885136751584,134.28632044792175,1,5,6,angle-X,1
0.006372572155470213,0.9824328096308942,135.91073560714722,1,5,6,angle-X,2
0.1349974546812701,0.04779715360262693,134.5451717376709,1,5,6,angle-X,3
0.030628898349584134,0.7525896617788013,134.5519983768463,1,5,6,angle-X,4
0.08933972862087913,0.5779126975108198,134.5867211818695,1,5,6,angle-X,5
0.006103271259993928,0.9820527567899189,134.2552297115326,1,5,6,angle-X,6
0.34125722169709616,0.034094626373325276,134.42985820770264,1,5,6,angle-X,7
0.01032491436709702,0.9689174884575504,134.35078716278076,1,5,6,angle-X,8
0.013166485198324892,0.9602077252979601,134.4294183254242,1,5,6,angle-X,9
0.00021171235299078772,0.9993774399124924,272.55779337882996,2,5,11,angle-X,0
0.04596667474697231,0.9071614068470468,270.9533860683441,2,5,11,angle-X,1
0.0009581258957891982,0.9973587462647323,270.027800321579,2,5,11,angle-X,2
0.13238685143276654,0.06621101073725488,269.4068524837494,2,5,11,angle-X,3
0.010537858366828901,0.9148785871138057,270.8818361759186,2,5,11,angle-X,4
0.027519361297933986,0.8699842370714849,270.3049898147583,2,5,11,angle-X,5
0.00022714661172765205,0.9993320540229395,270.9861149787903,2,5,11,angle-X,6
0.34629912041722166,0.019823874701516586,269.2347962856293,2,5,11,angle-X,7
0.007465926320019192,0.9775242938811587,269.6588213443756,2,5,11,angle-X,8
0.0028396379945585413,0.9914179332272975,270.36758494377136,2,5,11,angle-X,9
0.002639166019431119,0.9922392840814749,375.9177703857422,3,5,11,angle-X,0
0.011026887279414522,0.977729067688446,376.6501421928406,3,5,11,angle-X,1
0.0011548044564205647,0.9968165649238483,375.8914303779602,3,5,11,angle-X,2
0.12188468855207261,0.14028788434895445,380.16432929039,3,5,11,angle-X,3
0.018404392650736012,0.8513352665021279,376.1360442638397,3,5,11,angle-X,4
0.020599832146111004,0.9026756884478621,376.7637360095978,3,5,11,angle-X,5
0.0026685601402413332,0.9921528479044388,376.6495499610901,3,5,11,angle-X,6
0.309064866752865,0.12521289919900702,376.406845331192,3,5,11,angle-X,7
0.008634693055912834,0.9740057944275832,376.71373081207275,3,5,11,angle-X,8
0.0028005459058010863,0.9915360788911616,377.86699867248535,3,5,11,angle-X,9
0.000414328264683039,0.9987816287662291,506.61209511756897,4,5,11,angle-X,0
0.00919741450494906,0.9814240419176661,896.408609867096,4,5,11,angle-X,1
0.0012819894081633218,0.9964659557499007,910.0373899936676,4,5,11,angle-X,2
0.13192339607734793,0.06947998724980942,845.845861196518,4,5,11,angle-X,3
0.012531442872897789,0.8987750560207345,478.5450437068939,4,5,11,angle-X,4
0.02226343051457735,0.8948159852832024,475.4706439971924,4,5,11,angle-X,5
0.0003354308232525858,0.9990136341138018,478.43305230140686,4,5,11,angle-X,6
0.31327300876565506,0.11330203922387083,479.5551612377167,4,5,11,angle-X,7
0.008131536830475482,0.9755205149016484,479.29323506355286,4,5,11,angle-X,8
0.0033757077347086038,0.9897978019592947,478.77241373062134,4,5,11,angle-X,9
0.00014591617152716238,0.999570919772836,599.957825422287,5,5,11,angle-X,0
0.003248837189817722,0.9934383447193874,600.1488382816315,5,5,11,angle-X,1
0.0014121256549706762,0.9961072107775706,599.4294307231903,5,5,11,angle-X,2
0.12638681667599053,0.10853218032800238,598.7484827041626,5,5,11,angle-X,3
0.010146376763378373,0.9180408489363366,597.5118114948273,5,5,11,angle-X,4
0.029966307976461427,0.8584235894310897,597.803551197052,5,5,11,angle-X,5
0.0006909619588352136,0.9979681613685737,597.3871762752533,5,5,11,angle-X,6
0.3230004740395403,0.0857691098602471,598.5143163204193,5,5,11,angle-X,7
0.008328032386733212,0.9749289772696381,597.6510813236237,5,5,11,angle-X,8
0.0034008151785466815,0.989721921244949,598.2281401157379,5,5,11,angle-X,9
