MSE,R2_Score,Training_Time,N_Qubits,N_layers,Circuit_Depth,embedding,dataset
0.022683925765579305,0.9541854230949973,301.9414381980896,3,4,9,angle-X,1
0.0007703294764854575,0.997876442317136,301.20081663131714,3,4,9,angle-X,2
0.13082545979551377,0.07722426698599971,301.3378095626831,3,4,9,angle-X,3
0.009546734410106866,0.9228845659953497,301.71096181869507,3,4,9,angle-X,4
0.020690180090278242,0.9022488378112229,333.5147500038147,3,4,9,angle-X,5
0.0008084191497753266,0.9976227674506607,310.5401885509491,3,4,9,angle-X,6
0.3166507013011794,0.10374171005545985,301.75442361831665,3,4,9,angle-X,7
0.00743551545360212,0.9776158439001532,303.96303629875183,3,4,9,angle-X,8
0.002283499234326101,0.993098717885183,302.7308654785156,3,4,9,angle-X,9
0.00012821333818090194,0.9996229766194087,392.03562116622925,4,4,9,angle-X,0
0.004301902372682598,0.9913114758385365,390.1568148136139,4,4,9,angle-X,1
0.0009423690768315917,0.9974021828914956,391.1368827819824,4,4,9,angle-X,2
0.12176872026999545,0.14110586516604773,390.62567043304443,4,4,9,angle-X,3
0.01168186125484918,0.9056377016526096,390.8030860424042,4,4,9,angle-X,4
0.02328485341548278,0.8899902527272711,390.89513778686523,4,4,9,angle-X,5
0.00017160160663422838,0.9994953893349469,393.3151252269745,4,4,9,angle-X,6
0.32081287127412283,0.09196097081477628,396.37043142318726,4,4,9,angle-X,7
0.0077196906995834445,0.9767603520239745,393.71856665611267,4,4,9,angle-X,8
0.003779751461418289,0.9885766849548178,393.7650845050812,4,4,9,angle-X,9
0.0011603242623577823,0.9965879573671261,470.52696108818054,5,4,9,angle-X,0
0.03347170358433637,0.9323974186014592,470.71997141838074,5,4,9,angle-X,1
0.0033536739804822012,0.9907549686666983,469.43801069259644,5,4,9,angle-X,2
0.12580148842007946,0.11266078580927785,470.33201837539673,5,4,9,angle-X,3
0.012911448023105789,0.895705497277038,472.0350077152252,5,4,9,angle-X,4
0.04252549315961592,0.7990874723726271,471.0889856815338,5,4,9,angle-X,5
0.0008871132177422945,0.9973913601418866,469.27974915504456,5,4,9,angle-X,6
0.3551967836973246,-0.005360356513377962,470.6820731163025,5,4,9,angle-X,7
0.00796556139652011,0.9760201736066272,469.3130292892456,5,4,9,angle-X,8
0.007728178247492413,0.9766435926415903,470.3786873817444,5,4,9,angle-X,9
0.005867713459736083,0.9827454366580038,132.2018780708313,1,5,6,angle-X,0
0.15760862841804002,0.6816788812407806,132.1763904094696,1,5,6,angle-X,1
0.006196856545315862,0.9829172026670335,132.0488088130951,1,5,6,angle-X,2
0.1342860649557977,0.05281493207179866,132.04161429405212,1,5,6,angle-X,3
0.030661022469418608,0.752330173524846,132.32335305213928,1,5,6,angle-X,4
0.08702266502096657,0.5888597099954131,132.51458096504211,1,5,6,angle-X,5
0.0060596595820689185,0.9821810010309459,132.21225953102112,1,5,6,angle-X,6
0.34113322078720293,0.03444560252147777,133.14939332008362,1,5,6,angle-X,7
0.010333254082336455,0.9688923822643197,131.92203164100647,1,5,6,angle-X,8
0.012905542889864714,0.9609963555104448,132.15561032295227,1,5,6,angle-X,9
0.00020520887281039678,0.9993965640076764,265.76149106025696,2,5,11,angle-X,0
0.04585368532912057,0.9073896108372695,265.38117241859436,2,5,11,angle-X,1
0.0009259806039684982,0.9974473607907208,265.5287733078003,2,5,11,angle-X,2
0.13031110501158183,0.08085226197653095,265.661648273468,2,5,11,angle-X,3
0.010728863264384611,0.9133357113052539,265.5622217655182,2,5,11,angle-X,4
0.02639970376296765,0.8752740810853514,265.24222898483276,2,5,11,angle-X,5
0.0002107760514044947,0.9993801931953749,286.7278130054474,2,5,11,angle-X,6
0.3432948598508105,0.028327230060386954,267.30160689353943,2,5,11,angle-X,7
0.00743303477008739,0.9776233118433476,265.79967212677,2,5,11,angle-X,8
0.0030250564975620605,0.9908575540604037,265.68771147727966,2,5,11,angle-X,9
0.001073003529868099,0.9968447321943482,371.31453704833984,3,5,11,angle-X,0
0.009911703121196914,0.9799813978586244,372.63387155532837,3,5,11,angle-X,1
0.002576167962770404,0.9928983098314655,371.33637380599976,3,5,11,angle-X,2
0.12264045544287594,0.13495709210301998,370.7399969100952,3,5,11,angle-X,3
0.015069594081026219,0.8782726911726,370.8818573951721,3,5,11,angle-X,4
0.025272780802199697,0.8805982507461098,372.03519678115845,3,5,11,angle-X,5
0.003134021979792324,0.9907841135841751,371.1327977180481,3,5,11,angle-X,6
0.3076245227132323,0.12928969511510113,373.7307925224304,3,5,11,angle-X,7
0.00865032781488258,0.9739587269596254,371.5038776397705,3,5,11,angle-X,8
0.0034535818390843886,0.9895624477469275,371.3682961463928,3,5,11,angle-X,9
0.00030155679718888817,0.9991132438736129,468.41852140426636,4,5,11,angle-X,0
0.008620236904466495,0.9825897637525205,478.4821252822876,4,5,11,angle-X,1
0.00134229281763922,0.9962997180913346,467.5681173801422,4,5,11,angle-X,2
0.12993507152752107,0.08350460942047899,468.56624460220337,4,5,11,angle-X,3
0.01347953795140601,0.8911166505057102,467.0862159729004,4,5,11,angle-X,4
0.030732176603487645,0.8548052280611511,468.26569867134094,4,5,11,angle-X,5
0.00033547522637141484,0.9990135035422544,467.7810184955597,4,5,11,angle-X,6
0.311770975691881,0.1175534417586167,467.66126108169556,4,5,11,angle-X,7
0.007894160837805857,0.976235120540952,468.82528853416443,4,5,11,angle-X,8
0.0036362408651253995,0.9890104083809503,468.355473279953,4,5,11,angle-X,9
0.0002290153125123388,0.9993265589325132,577.1802532672882,5,5,11,angle-X,0
0.005958587169772338,0.987965480360153,577.6705493927002,5,5,11,angle-X,1
0.0016542318543661166,0.9954397996301473,576.9989447593689,5,5,11,angle-X,2
0.12706776466548816,0.10372912226013675,577.0688815116882,5,5,11,angle-X,3
0.010064606001016406,0.9187013667173444,576.9657373428345,5,5,11,angle-X,4
0.03193064044487814,0.8491430621048386,577.989529132843,5,5,11,angle-X,5
0.00016215965669087577,0.9995231542768594,576.9951510429382,5,5,11,angle-X,6
0.3205732995590456,0.09263906227262497,578.1497631072998,5,5,11,angle-X,7
0.00804287985461381,0.9757874112048585,576.6676185131073,5,5,11,angle-X,8
0.005566748982023124,0.983175950046399,576.8412742614746,5,5,11,angle-X,9
