MSE,R2_Score,Training_Time,N_Qubits,N_layers,Circuit_Depth,Embedding_Time
0.05799573528485816,0.8294580853504666,608.5313744544983,5,3,7,254.0015733242035
0.1723734890886343,0.6518583884532827,608.5342676639557,5,3,7,251.49394965171814
0.11240910438688251,0.6901232206072454,608.7683410644531,5,3,7,253.18955731391907
0.13736086337881162,0.031126880119970113,609.7403717041016,5,3,7,256.1647980213165
0.06884206661628144,0.4439160432418313,643.288149356842,5,3,7,267.11771607398987
0.08594024519407789,0.5939736237261235,635.7818775177002,5,3,7,268.7810218334198
0.27712192817507514,0.18509690427725445,592.6826326847076,5,3,7,249.77028584480286
0.192100649277685,0.45627216768708745,592.8923864364624,5,3,7,246.3106188774109
0.04195686982394097,0.8736914569728901,592.4015398025513,5,3,7,246.8251826763153
0.19512496978560864,0.41028556353642365,589.7534713745117,5,3,7,245.77752017974854
0.07104552406470095,0.7910839539879586,839.6087481975555,5,4,9,319.65659737586975
0.37028652639267584,0.25213471796642883,852.0621571540833,5,4,9,364.47509503364563
0.10353544754846693,0.7145851200016293,810.8372704982758,5,4,9,339.78864550590515
0.10343704895164213,0.27040807793568544,811.8156685829163,5,4,9,335.6422655582428
0.027353395929219804,0.7790481113259329,869.6053223609924,5,4,9,352.0647838115692
0.04244024124954258,0.7994902466961042,871.2068169116974,5,4,9,387.3665177822113
0.10748372457572072,0.6839339980298114,788.4839339256287,5,4,9,353.21950793266296
0.19578890758514553,0.44583280320775787,829.708954334259,5,4,9,326.24537539482117
0.0458352766088426,0.8620157549407081,904.5596733093262,5,4,9,369.3484036922455
0.08416005394610952,0.7456481410856591,901.4762785434723,5,4,9,381.6070363521576
0.11185363648629633,0.6710838610254455,1019.3050725460052,5,5,11,432.001070022583
0.10442688791707135,0.7890896956343226,1035.0361771583557,5,5,11,432.2455894947052
0.15048207148659834,0.5851679459332217,988.8156464099884,5,5,11,412.60644936561584
0.10256941125096156,0.2765279495301559,1005.1806807518005,5,5,11,410.0505301952362
0.024371309227911298,0.8031364435589363,992.9490330219269,5,5,11,416.22013449668884
0.08717825220798775,0.588124635274621,1085.5154976844788,5,5,11,437.7025351524353
0.05035508274659388,0.8519261428144715,1060.52703499794,5,5,11,451.46606969833374
0.10493664472681824,0.7029839587630637,1016.9420773983002,5,5,11,451.74450182914734
0.054537755247220064,0.8358174850947819,1006.5968036651611,5,5,11,423.26692748069763
0.12094178392043346,0.63448493533195,1016.1651885509491,5,5,11,423.34965538978577
